Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
3472,Text,2002-10-01,Merton of the Movies,en,"Wilson, Harry Leon, 1867-1939","Motion picture industry -- Fiction; Hollywood (Los Angeles, Calif.) -- Fiction",PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
3473,Text,2002-10-01,"The Poems of Emma Lazarus, Volume 2
Jewish poems: Translations",en,"Lazarus, Emma, 1849-1887",American poetry; Literature -- Collections,PS,Browsing: Literature; Browsing: Poetry
3474,Text,2002-10-01,Jeremy,en,"Walpole, Hugh, 1884-1941",England -- Fiction; Boys -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
3475,Text,2002-10-01,The Efficiency Expert,en,"Burroughs, Edgar Rice, 1875-1950",Chicago (Ill.) -- Fiction; Gangsters -- Fiction; College graduates -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
3476,Text,2002-10-01,Henry VIII and His Court: A Historical Novel,en,"Mühlbach, L. (Luise), 1814-1873; Pierce, Henry Niles, 1820-1899 [Translator]","Henry VIII, King of England, 1491-1547 -- Fiction; Catharine Parr, Queen, consort of Henry VIII, King of England, 1512-1548 -- Fiction; Courts and courtiers -- Fiction",PT,United Kingdom; Browsing: Culture/Civilization/Society; Browsing: History - British; Browsing: Literature; Browsing: Fiction
3477,Text,2002-10-01,The Verse-Book of a Homely Woman,en,"Inchfawn, Fay, 1880-1978",English poetry; Housewives -- Poetry,PR,Browsing: Literature; Browsing: Poetry
3478,Text,2004-06-24,Legends of Vancouver,en,"Johnson, E. Pauline, 1861-1913",Legends -- British Columbia -- Vancouver,F1001; PS,Browsing: Culture/Civilization/Society; Browsing: History - General
3479,Text,2002-10-01,The Metal Monster,en,"Merritt, Abraham, 1884-1943",Science fiction; Adventure and adventurers -- Fiction; Tibet Autonomous Region (China) -- Fiction,PS,Science Fiction; Browsing: Science-Fiction & Fantasy; Browsing: Travel & Geography; Browsing: Fiction
3480,Text,2002-10-01,The Hunchback,en,"Knowles, James Sheridan, 1784-1862; Morley, Henry, 1822-1894 [Editor]",English drama (Comedy),PR,Browsing: Literature; Browsing: Fiction
3481,Text,2002-10-01,The Life of George Borrow,en,"Jenkins, Herbert George, 1876-1923","Borrow, George, 1803-1881; Authors, English -- 19th century -- Biography",PR,Browsing: Biographies; Browsing: Literature
3482,Text,2002-10-01,Voyages in Search of the North-West Passage,en,"Hakluyt, Richard, 1552?-1616; Morley, Henry, 1822-1894 [Editor]",Voyages and travels; Northwest Passage; Arctic regions -- Discovery and exploration,G,Browsing: History - General; Browsing: Travel & Geography
3483,Text,2002-10-01,Widger's Quotations from the Project Gutenberg Editions of the Works of William Dean Howells,en,"Howells, William Dean, 1837-1920; Widger, David, 1932-2021? [Editor]",Quotations,PS,Project Gutenberg; Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Literature
3484,Text,2002-10-01,O'Flaherty V.C.: A Recruiting Pamphlet,en,"Shaw, Bernard, 1856-1950","Comedy plays; Ireland -- Drama; World War, 1914-1918 -- Veterans -- Drama; World War, 1914-1918 -- Ireland -- Drama",PR,Browsing: Culture/Civilization/Society; Browsing: History - Warfare; Browsing: Fiction
3485,Text,2002-10-01,"Annajanska, the Bolshevik Empress",en,"Shaw, Bernard, 1856-1950","English drama (Comedy); World War, 1914-1918 -- Drama; Communism -- Drama; Nobility -- Drama; Soviet Union -- Drama",PR,Browsing: History - General; Browsing: Literature; Browsing: Fiction
3486,Text,2002-10-01,The Inca of Perusalem: An Almost Historical Comedietta,en,"Shaw, Bernard, 1856-1950",English drama (Comedy); Princesses -- Drama; Widows -- Drama; London (England) -- Drama,PR,One Act Plays; Browsing: Humour; Browsing: Literature; Browsing: Fiction
3487,Text,2002-10-01,Augustus Does His Bit: A True-to-Life Farce,en,"Shaw, Bernard, 1856-1950","English drama (Comedy); World War, 1914-1918 -- Great Britain -- Drama",PR,One Act Plays; Browsing: Literature; Browsing: Performing Arts/Film; Browsing: Fiction
3488,Text,2002-10-01,Great Catherine (Whom Glory Still Adores),en,"Shaw, Bernard, 1856-1950","English drama (Comedy); Catherine II, Empress of Russia, 1729-1796 -- Drama",PR,Browsing: History - Royalty; Browsing: Literature; Browsing: Fiction
3489,Text,2002-10-01,"Fabre, Poet of Science",en,"Legros, Georges Victor, 1862-1940; Miall, Bernard, 1876-1953 [Translator]","Fabre, Jean-Henri, 1823-1915; Entomologists -- France -- Biography",QL,Browsing: Biographies; Browsing: Science - General
3490,Text,2002-10-01,The Admirable Crichton,en,"Barrie, J. M. (James Matthew), 1860-1937",Manners and customs -- Drama; Shipwrecks -- Drama,PR,Browsing: Literature; Browsing: Fiction
3491,Text,2002-10-01,Missy,en,"Gatlin, Dana, 1884-1940",Girls -- Fiction,PS,Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction
3492,Text,2002-10-01,Homespun Tales,en,"Wiggin, Kate Douglas Smith, 1856-1923","Short stories, American",PS,Children's Literature; Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction
3493,Text,2002-10-01,"Widger's Quotations from the Project Gutenberg Editions of the Works of Oliver W. Holmes, Sr.",en,"Holmes, Oliver Wendell, 1809-1894; Widger, David, 1932-2021? [Editor]",Quotations,PS,Project Gutenberg; Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Literature
3494,Text,2002-10-01,Bluebeard; a musical fantasy,en,"Wiggin, Kate Douglas Smith, 1856-1923",Music -- Humor,ML,Browsing: Humour; Browsing: Music
3495,Text,2002-10-01,The King of Ireland's Son,en,"Colum, Padraic, 1881-1972",Fairy tales; Tales -- Ireland; Folklore -- Ireland; Fairy tales -- Ireland,GR; PZ,Browsing: Culture/Civilization/Society; Browsing: Literature
3496,Text,2002-10-01,The Japanese Twins,en,"Perkins, Lucy Fitch, 1865-1937",Twins -- Juvenile fiction; Japan -- Fiction,PZ,Children's Book Series; Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Fiction
3497,Text,2002-10-01,The Swiss Twins,en,"Perkins, Lucy Fitch, 1865-1937",Twins -- Juvenile fiction; Switzerland -- Fiction,PZ,Children's Book Series; Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction
3498,Text,2002-10-01,Buch der Lieder,de,"Heine, Heinrich, 1797-1856",German poetry -- 19th century,PT,DE Lyrik; Browsing: Literature; Browsing: Poetry
3499,Text,2002-10-01,Jo's Boys,en,"Alcott, Louisa May, 1832-1888",Boarding schools -- Fiction; Schools -- Fiction; Family life -- New England -- Fiction; New England -- Fiction,PZ; PS,Children's Literature; School Stories; Browsing: Children & Young Adult Reading; Browsing: Teaching & Education; Browsing: Fiction
3500,Text,2002-10-01,Ceiriog,cy,"Hughes, John Ceiriog, 1832-1887; Edwards, Owen Morgan, Sir, 1858-1920 [Editor]","Wales -- Poetry; Ballads, Welsh -- Texts",PB,Browsing: Literature; Browsing: Poetry
3501,Dataset,2002-11-01,"Human Genome Project, Chromosome Number 01",en,Human Genome Project,Human Genome Project; Human gene mapping; Human genetics; Nucleotide sequence,QH; QP,Biology; Browsing: Science - General; Browsing: Science - Genetics/Biology/Evolution
3502,Dataset,2002-11-01,"Human Genome Project, Chromosome Number 02",en,Human Genome Project,Human Genome Project; Human gene mapping; Human genetics; Nucleotide sequence,QH; QP,Browsing: Science - General; Browsing: Science - Genetics/Biology/Evolution
3503,Dataset,2002-11-01,"Human Genome Project, Chromosome Number 03",en,Human Genome Project,Human Genome Project; Human gene mapping; Human genetics; Nucleotide sequence,QH; QP,Browsing: Science - General; Browsing: Science - Genetics/Biology/Evolution
3504,Dataset,2002-11-01,"Human Genome Project, Chromosome Number 04",en,Human Genome Project,Human Genome Project; Human gene mapping; Human genetics; Nucleotide sequence,QH; QP,Browsing: Science - General; Browsing: Science - Genetics/Biology/Evolution
3505,Dataset,2002-11-01,"Human Genome Project, Chromosome Number 05",en,Human Genome Project,Human Genome Project; Human gene mapping; Human genetics; Nucleotide sequence,QH; QP,Browsing: Science - General; Browsing: Science - Genetics/Biology/Evolution
3506,Dataset,2002-11-01,"Human Genome Project, Chromosome Number 06",en,Human Genome Project,Human Genome Project; Human gene mapping; Human genetics; Nucleotide sequence,QH; QP,Browsing: Science - General; Browsing: Science - Genetics/Biology/Evolution
3507,Dataset,2002-11-01,"Human Genome Project, Chromosome Number 07",en,Human Genome Project,Human Genome Project; Human gene mapping; Human genetics; Nucleotide sequence,QH; QP,Browsing: Science - General; Browsing: Science - Genetics/Biology/Evolution
3508,Dataset,2002-11-01,"Human Genome Project, Chromosome Number 08",en,Human Genome Project,Human Genome Project; Human gene mapping; Human genetics; Nucleotide sequence,QH; QP,Browsing: Science - General; Browsing: Science - Genetics/Biology/Evolution
3509,Dataset,2002-11-01,"Human Genome Project, Chromosome Number 09",en,Human Genome Project,Human Genome Project; Human gene mapping; Human genetics; Nucleotide sequence,QH; QP,Browsing: Science - General; Browsing: Science - Genetics/Biology/Evolution
3510,Dataset,2002-11-01,"Human Genome Project, Chromosome Number 10",en,Human Genome Project,Human Genome Project; Human gene mapping; Human genetics; Nucleotide sequence,QH; QP,Browsing: Science - General; Browsing: Science - Genetics/Biology/Evolution
3511,Dataset,2002-11-01,"Human Genome Project, Chromosome Number 11",en,Human Genome Project,Human Genome Project; Human gene mapping; Human genetics; Nucleotide sequence,QH; QP,Browsing: Science - General; Browsing: Science - Genetics/Biology/Evolution
3512,Dataset,2002-11-01,"Human Genome Project, Chromosome Number 12",en,Human Genome Project,Human Genome Project; Human gene mapping; Human genetics; Nucleotide sequence,QH; QP,Browsing: Science - General; Browsing: Science - Genetics/Biology/Evolution
3513,Dataset,2002-11-01,"Human Genome Project, Chromosome Number 13",en,Human Genome Project,Human Genome Project; Human gene mapping; Human genetics; Nucleotide sequence,QH; QP,Browsing: Science - General; Browsing: Science - Genetics/Biology/Evolution
3514,Dataset,2002-11-01,"Human Genome Project, Chromosome Number 14",en,Human Genome Project,Human Genome Project; Human gene mapping; Human genetics; Nucleotide sequence,QH; QP,Browsing: Science - General; Browsing: Science - Genetics/Biology/Evolution
3515,Dataset,2002-11-01,"Human Genome Project, Chromosome Number 15",en,Human Genome Project,Human Genome Project; Human gene mapping; Human genetics; Nucleotide sequence,QH; QP,Browsing: Science - General; Browsing: Science - Genetics/Biology/Evolution
3516,Dataset,2002-11-01,"Human Genome Project, Chromosome Number 16",en,Human Genome Project,Human Genome Project; Human gene mapping; Human genetics; Nucleotide sequence,QH; QP,Browsing: Science - General; Browsing: Science - Genetics/Biology/Evolution
3517,Dataset,2002-11-01,"Human Genome Project, Chromosome Number 17",en,Human Genome Project,Human Genome Project; Human gene mapping; Human genetics; Nucleotide sequence,QH; QP,Browsing: Science - General; Browsing: Science - Genetics/Biology/Evolution
3518,Dataset,2002-11-01,"Human Genome Project, Chromosome Number 18",en,Human Genome Project,Human Genome Project; Human gene mapping; Human genetics; Nucleotide sequence,QH; QP,Browsing: Science - General; Browsing: Science - Genetics/Biology/Evolution
3519,Dataset,2002-11-01,"Human Genome Project, Chromosome Number 19",en,Human Genome Project,Human Genome Project; Human gene mapping; Human genetics; Nucleotide sequence,QH; QP,Browsing: Science - General; Browsing: Science - Genetics/Biology/Evolution
3520,Dataset,2002-11-01,"Human Genome Project, Chromosome Number 20",en,Human Genome Project,Human Genome Project; Human gene mapping; Human genetics; Nucleotide sequence,QH; QP,Browsing: Science - General; Browsing: Science - Genetics/Biology/Evolution
3521,Dataset,2002-11-01,"Human Genome Project, Chromosome Number 21",en,Human Genome Project,Human Genome Project; Human gene mapping; Human genetics; Nucleotide sequence,QH; QP,Browsing: Science - Genetics/Biology/Evolution
3522,Dataset,2002-11-01,"Human Genome Project, Chromosome Number 22",en,Human Genome Project,Human Genome Project; Human gene mapping; Human genetics; Nucleotide sequence,QH; QP,Browsing: Science - General; Browsing: Science - Genetics/Biology/Evolution
3523,Dataset,2002-11-01,"Human Genome Project, X Chromosome",en,Human Genome Project,Human Genome Project; Human gene mapping; Human genetics; Nucleotide sequence,QH; QP,Browsing: Science - General; Browsing: Science - Genetics/Biology/Evolution
3524,Dataset,2002-11-01,"Human Genome Project, Y Chromosome",en,Human Genome Project,Human Genome Project; Human gene mapping; Human genetics; Nucleotide sequence,QH; QP,Browsing: Science - General; Browsing: Science - Genetics/Biology/Evolution
3525,Text,2002-11-01,"Music, and Other Poems",en,"Van Dyke, Henry, 1852-1933",American poetry,PS,Browsing: Literature; Browsing: Poetry
3526,Text,2002-11-01,"Five Weeks in a Balloon
Or, Journeys and Discoveries in Africa by Three Englishmen",en,"Verne, Jules, 1828-1905",Science fiction; Africa -- Fiction; Adventure stories; Travel -- Fiction; Balloons -- Fiction,PQ,Adventure; Movie Books; Browsing: Culture/Civilization/Society; Browsing: Science-Fiction & Fantasy; Browsing: Travel & Geography; Browsing: Fiction
3527,Text,2002-11-01,The Blue Moon,en,"Housman, Laurence, 1865-1959",Fairy tales,PR; PZ,Browsing: Literature; Browsing: Fiction
3528,Text,2002-11-01,"Beethoven, the Man and the Artist, as Revealed in His Own Words",en,"Beethoven, Ludwig van, 1770-1827; Kerst, Friedrich, 1870-1961 [Editor]; Krehbiel, Henry Edward, 1854-1923 [Editor]","Beethoven, Ludwig van, 1770-1827; Composers -- Germany -- Biography",ML,Browsing: Biographies; Browsing: Music
3529,Text,2002-11-01,"Letters Written During a Short Residence in Sweden, Norway, and Denmark",en,"Wollstonecraft, Mary, 1759-1797","Wollstonecraft, Mary, 1759-1797 -- Correspondence; Imlay, Gilbert, 1754?-1828? -- Correspondence; Authors, English -- 18th century -- Correspondence; Feminists -- Great Britain -- Correspondence; Wollstonecraft, Mary, 1759-1797 -- Travel -- Scandinavia; Scandinavia -- Description and travel -- Early works to 1800",PR,Browsing: Biographies; Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Literature; Browsing: Travel & Geography
3530,Text,2002-11-01,Love-at-arms,en,"Sabatini, Rafael, 1875-1950","Italy -- History -- 1492-1559 -- Fiction; Arranged marriage -- Fiction; Borgia, Cesare, 1476?-1507 -- Fiction; Urbino (Italy) -- Fiction",PR,Browsing: Culture/Civilization/Society; Browsing: History - European; Browsing: Literature; Browsing: Fiction
3531,Text,2002-11-01,Widger's Quotations from the Project Gutenberg Editions of the Works of Lord Chesterfield,en,"Chesterfield, Philip Dormer Stanhope, Earl of, 1694-1773; Widger, David, 1932-2021? [Editor]",Quotations,PR,Project Gutenberg; Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Literature
3532,Text,2002-11-01,My Discovery of England,en,"Leacock, Stephen, 1869-1944",England -- Humor,PS,Browsing: Culture/Civilization/Society; Browsing: Humour; Browsing: Literature
3533,Text,2002-11-01,Sunshine Sketches of a Little Town,en,"Leacock, Stephen, 1869-1944",City and town life -- Fiction; Canada -- Social life and customs -- Fiction,PS,Canada; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
